gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,0,0,68,1,Yes,DSL,No,No,No,No,No_internet_service,Yes,Month_to_month,No,Bank_transfer_(automatic),66.61585766,3775.14311,0
0,0,0,1,71,0,Yes,DSL,No,No,No_internet_service,No_internet_service,No_internet_service,Yes,Month_to_month,No,Credit_card_(automatic),28.64,435.6,0
0,1,0,1,32,0,No_phone_service,Fiber_optic,No,No,No,No,No,No,Two_year,No,Bank_transfer_(automatic),80.13388288,686.5469816,0
0,0,0,0,42,0,No_phone_service,DSL,No,Yes,No,No,No_internet_service,No_internet_service,Two_year,No,Electronic_check,98.32362556,4821.645117,0
1,1,1,0,19,0,No,Fiber_optic,No_internet_service,No,Yes,No,No,Yes,Month_to_month,No,Bank_transfer_(automatic),65.25947865,2636.995334,0
1,0,1,1,41,0,No,Fiber_optic,No_internet_service,Yes,No,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),116.6475909,1616.839372,0
0,0,0,1,16,1,No,DSL,No,No_internet_service,No,No_internet_service,No_internet_service,Yes,One_year,No,Credit_card_(automatic),57.13703369,4488.399857,0
0,1,0,1,9,0,No_phone_service,DSL,No,No,No_internet_service,No,No_internet_service,No,Month_to_month,No,Credit_card_(automatic),78.44400261,1248.838248,0
0,0,1,0,43,1,No,DSL,No,No,No,No,No,Yes,One_year,No,Bank_transfer_(automatic),99.14038745,2979.271369,0
0,0,1,1,45,0,No,DSL,No_internet_service,No,No_internet_service,No,No_internet_service,Yes,Month_to_month,No,Credit_card_(automatic),51.88583395,3044.440175,0
0,0,1,1,25,0,No,DSL,No,No_internet_service,No_internet_service,Yes,No,No,Month_to_month,Yes,Electronic_check,33.72565561,3623.130573,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,29,0,No_phone_service,DSL,No,No_internet_service,Yes,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),107.1,139.49,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,1,10,0,No,DSL,No,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),61.5275294,4101.373603,0
0,1,1,0,56,1,No_phone_service,DSL,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),59.44,2576.07,0
0,1,1,1,21,0,No,Fiber_optic,No,No,No_internet_service,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),69.10904738,579.4947738,0
1,1,0,0,31,0,No,No,No,No_internet_service,No,No,No,No,Month_to_month,No,Credit_card_(automatic),114.83,4231.93,0
1,0,0,1,28,1,Yes,DSL,No,No_internet_service,Yes,No,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),65.94,4291.54,0
1,0,1,1,16,0,Yes,Fiber_optic,No,No_internet_service,No,No_internet_service,No_internet_service,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),98.2,2223.24,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,1,65,1,No,DSL,No,No,No,No,No,No,One_year,No,Bank_transfer_(automatic),20.08751955,1644.262238,0
0,1,1,0,66,1,No,DSL,Yes,No,No,No,No,Yes,Month_to_month,No,Electronic_check,53.61,2124.58,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,1,1,49,1,Yes,DSL,No_internet_service,No,No,Yes,Yes,Yes,One_year,Yes,Credit_card_(automatic),48.63,1734.42,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,1,4,0,No,DSL,No_internet_service,No,No_internet_service,No,Yes,No,One_year,No,Bank_transfer_(automatic),80.16,934.69,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,0,1,63,0,No_phone_service,DSL,Yes,No_internet_service,No,Yes,No,No,Month_to_month,No,Mailed_check,88.35,1970.28,0
0,0,1,0,29,0,No,DSL,No_internet_service,No,No,No,No_internet_service,Yes,One_year,No,Bank_transfer_(automatic),39.46047804,2897.885054,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,1,22,1,No,DSL,No,No_internet_service,No,No_internet_service,No,No,One_year,Yes,Credit_card_(automatic),25.36753679,3088.637703,0
1,1,1,1,31,1,No,DSL,No,No,No,No,No,No,One_year,No,Credit_card_(automatic),113.518262,1428.907171,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,1,0,14,1,No_phone_service,DSL,No,No_internet_service,Yes,No,No,No,Two_year,Yes,Electronic_check,113.9247341,4565.750845,0
0,0,1,0,38,0,No,DSL,Yes,No_internet_service,No,No,No,No_internet_service,One_year,Yes,Bank_transfer_(automatic),61.63019198,4442.818167,0
1,1,0,0,25,1,No,No,No_internet_service,No,No,No,No,Yes,Month_to_month,Yes,Bank_transfer_(automatic),41.08069859,1249.685039,0
1,0,0,0,48,1,No,DSL,No_internet_service,No_internet_service,No,No,No_internet_service,No,Month_to_month,No,Electronic_check,46.34,4172.85,0
1,1,1,0,25,0,Yes,DSL,No,No,No,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),83.99493941,672.7470205,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,1,18,0,No,DSL,No,No_internet_service,No_internet_service,Yes,No,No,Month_to_month,No,Mailed_check,32.28,2706.51,0
0,0,0,0,4,1,No_phone_service,DSL,No,No_internet_service,No_internet_service,No,No,Yes,One_year,No,Bank_transfer_(automatic),33.23,3355.95,0
1,0,0,1,61,0,No,DSL,No,No,No_internet_service,No_internet_service,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),117.4096186,151.834102,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,0,1,62,0,Yes,Fiber_optic,No,No,No,No,No_internet_service,No,One_year,No,Electronic_check,59.18128737,2803.368132,0
0,1,1,0,4,1,Yes,DSL,No,No,No,No,No,No_internet_service,Two_year,Yes,Bank_transfer_(automatic),58.39,3854.55,0
0,0,1,0,17,1,No,DSL,No_internet_service,No,No,Yes,No,Yes,One_year,No,Credit_card_(automatic),59.06,3457.78,0
0,1,1,0,50,1,No,No,No_internet_service,No,No,No,No,No,Month_to_month,No,Credit_card_(automatic),59.74580911,3470.677878,0
1,0,0,1,63,0,No_phone_service,DSL,No,No,No_internet_service,No,No,Yes,Month_to_month,No,Bank_transfer_(automatic),30.35,3373.07,0
0,0,1,1,52,0,No_phone_service,No,No,No,No,No_internet_service,No,No,Month_to_month,Yes,Bank_transfer_(automatic),109.5892885,4817.984355,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,0,31,1,No,DSL,No,No,No_internet_service,Yes,No,No_internet_service,One_year,Yes,Bank_transfer_(automatic),109.43,2298.26,0
1,1,0,1,63,0,Yes,No,No_internet_service,No_internet_service,No,No_internet_service,Yes,No_internet_service,Month_to_month,No,Electronic_check,32.10031059,1859.496087,0
1,0,0,0,58,1,No,DSL,No,No,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),42.38416797,2547.117379,0
1,1,1,0,65,0,No,DSL,No,No_internet_service,No,No_internet_service,No_internet_service,No,One_year,No,Credit_card_(automatic),38.1,4411.1,0
0,1,1,0,34,0,No,Fiber_optic,No,Yes,No_internet_service,No,No,No,Two_year,No,Credit_card_(automatic),22.24,1632.07,0
1,0,1,1,5,1,No,DSL,No_internet_service,No,No,No,No,No,Two_year,No,Bank_transfer_(automatic),69.79,3576.24,0
1,1,0,1,28,1,No,Fiber_optic,No_internet_service,No,No,No,No_internet_service,No,One_year,Yes,Bank_transfer_(automatic),53.12254187,437.9881364,0
1,0,1,0,32,1,No_phone_service,DSL,No,No,No,No_internet_service,No_internet_service,Yes,One_year,No,Bank_transfer_(automatic),62.76603234,4617.180305,0
0,1,1,0,19,0,No,No,No,No,No,Yes,No_internet_service,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),98.8575749,2758.672969,0
1,1,0,1,68,0,No,DSL,No,No,No,No_internet_service,No,No,Month_to_month,No,Credit_card_(automatic),78.99538612,4119.659737,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,62,0,No,DSL,No,No,Yes,No_internet_service,No_internet_service,No_internet_service,Two_year,No,Bank_transfer_(automatic),26.15379412,2401.889001,0
1,0,1,0,10,0,No_phone_service,DSL,No,Yes,No,No,No,No,Month_to_month,No,Credit_card_(automatic),24.80224132,1930.228682,0
1,0,0,1,22,1,No,DSL,No,No_internet_service,No,No,No,No,Month_to_month,No,Credit_card_(automatic),83.58438112,747.0489281,0
1,1,0,1,21,1,No,DSL,Yes,Yes,No,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),115.95,806.78,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,0,0,14,0,No,DSL,No,No,No_internet_service,No_internet_service,Yes,Yes,One_year,No,Credit_card_(automatic),89.28,2897.83,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,1,1,39,0,No_phone_service,Fiber_optic,No_internet_service,No_internet_service,No,No,No,No,Month_to_month,Yes,Credit_card_(automatic),51.98,4180.46,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,1,1,54,0,No,DSL,No,Yes,No,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),73.15669163,3954.262272,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,56,0,No,Fiber_optic,Yes,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),115.9279652,2154.120298,0
0,0,0,1,58,1,No,DSL,No,No,No,No,No_internet_service,No,Month_to_month,Yes,Mailed_check,55.36,2323.7,0
0,1,1,1,58,1,No,DSL,No,No,No,No,No,No,One_year,Yes,Credit_card_(automatic),116.0782703,1212.87646,0
1,1,0,1,7,0,No,DSL,No_internet_service,No,No,No,No,No,Two_year,No,Bank_transfer_(automatic),109.4939005,159.3372048,0
1,1,0,1,7,0,No,DSL,No_internet_service,No,No_internet_service,No,No,No,One_year,No,Bank_transfer_(automatic),51.85,4085.48,0
1,1,0,0,67,1,Yes,DSL,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Yes,No,Month_to_month,No,Credit_card_(automatic),109.7714036,4118.070678,0
0,0,0,0,44,0,No,DSL,No_internet_service,Yes,No,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),52.57523719,3330.557195,0
1,1,1,0,47,1,Yes,DSL,No_internet_service,No_internet_service,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),44.79739425,3286.516085,0
1,0,0,0,70,1,Yes,DSL,No,No,No_internet_service,No_internet_service,No,No,Two_year,No,Credit_card_(automatic),87.11856276,2144.053359,0
0,0,1,1,42,0,No,Fiber_optic,No_internet_service,No_internet_service,No,No,Yes,No,One_year,Yes,Electronic_check,55.5763255,2581.543613,0
1,1,0,0,20,1,No,Fiber_optic,No,No,Yes,No,No,No,Month_to_month,No,Bank_transfer_(automatic),112.49,3297.19,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,1,0,16,0,No,Fiber_optic,No,No_internet_service,Yes,No,No,No_internet_service,One_year,No,Bank_transfer_(automatic),77.44,3811.59,0
1,0,0,1,50,0,No,DSL,No_internet_service,No,No_internet_service,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),91.09574939,1745.796826,0
0,0,0,1,28,0,No,Fiber_optic,No,No_internet_service,Yes,No,Yes,No_internet_service,Month_to_month,No,Electronic_check,92.66621515,3317.49498,0
1,0,1,0,32,1,No,Fiber_optic,Yes,No,No,No,No,No,Month_to_month,No,Credit_card_(automatic),88.21755326,4471.504883,0
1,0,1,0,61,1,No_phone_service,DSL,No_internet_service,No_internet_service,Yes,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),77.83,4280.41,0
0,0,1,1,59,1,No,DSL,Yes,No,No,No,Yes,No_internet_service,Month_to_month,No,Mailed_check,25.01975206,882.5082351,0
0,1,0,1,66,1,No,Fiber_optic,No,No,No,No,No_internet_service,No,One_year,No,Bank_transfer_(automatic),20.17,1676.79,0
1,0,1,0,60,1,No,No,No,No,No_internet_service,No,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),44.58626198,3361.247151,0
0,1,1,1,72,1,No,Fiber_optic,No,Yes,No,Yes,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),102.5098518,2059.132219,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,0,60,1,No_phone_service,DSL,No,No,No_internet_service,Yes,No,No,Month_to_month,Yes,Bank_transfer_(automatic),24.75569022,434.4928001,0
1,0,0,0,68,0,Yes,DSL,No,No,No_internet_service,No,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),92.0947142,3031.112427,0
0,0,1,0,42,1,Yes,DSL,No,No,No_internet_service,No,No,No,Month_to_month,Yes,Bank_transfer_(automatic),75.12,4724.57,0
1,1,0,0,71,1,No,DSL,No,No,No,No,No,No,One_year,Yes,Bank_transfer_(automatic),32.7952648,2640.181497,0
0,1,1,0,33,1,No,No,No,No,No_internet_service,No,No,No,One_year,Yes,Bank_transfer_(automatic),46.33,3684.68,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,1,15,0,No,DSL,Yes,No_internet_service,No,Yes,No,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),45.08812807,3733.941534,0
0,0,0,0,35,0,No,No,Yes,No,No_internet_service,No,No,No,Month_to_month,Yes,Credit_card_(automatic),86.85950322,1114.129668,0
1,0,0,1,11,1,No,DSL,Yes,Yes,No,Yes,No,No,One_year,No,Bank_transfer_(automatic),76.72,2070.47,0
0,1,1,0,33,1,No,DSL,No,No,No_internet_service,No_internet_service,No,No,One_year,No,Bank_transfer_(automatic),43.02,3507.9,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,1,43,0,Yes,DSL,No_internet_service,No,No,No,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),39.58,79.38,0
1,1,1,1,16,0,No_phone_service,DSL,No,No,No_internet_service,No_internet_service,No,Yes,Two_year,No,Bank_transfer_(automatic),25.98,248.71,0
1,0,1,0,46,1,No,Fiber_optic,No,No,Yes,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),26.40744226,4691.830056,0
1,0,1,1,57,0,No,Fiber_optic,No,Yes,No_internet_service,No,Yes,No,Month_to_month,No,Credit_card_(automatic),63.4,3698.61,0
1,1,0,1,36,0,Yes,Fiber_optic,No_internet_service,No,No,Yes,Yes,No,Month_to_month,No,Credit_card_(automatic),31.02,1359.41,0
1,0,0,0,50,0,No,Fiber_optic,No_internet_service,No,No,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),86.98598944,626.0830696,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,0,59,1,No,Fiber_optic,Yes,No,No,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),31.31,3234.0,0
0,0,0,1,66,0,No,DSL,Yes,No,No,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),72.83350426,3083.220117,0
1,1,0,0,35,0,No,DSL,No_internet_service,No,No,No,No,No,One_year,No,Credit_card_(automatic),84.43941699,4834.628332,0
0,0,1,1,25,0,No_phone_service,DSL,No,No_internet_service,Yes,No,Yes,No,One_year,Yes,Bank_transfer_(automatic),23.89569321,3534.313575,0
1,0,1,0,46,0,No,DSL,No,No_internet_service,No_internet_service,No,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),50.54806664,4728.649153,0
0,0,0,0,58,0,No,DSL,No,No,No,Yes,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),66.56295575,3997.194794,0
0,0,0,1,43,0,Yes,DSL,No,Yes,Yes,No,No,No_internet_service,One_year,No,Electronic_check,55.64,2537.25,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,1,66,1,No,DSL,Yes,No,No_internet_service,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),103.3577124,3868.327007,0
1,1,1,0,31,0,No,DSL,No,No_internet_service,No,Yes,No_internet_service,No_internet_service,Two_year,No,Bank_transfer_(automatic),83.43772667,3599.928046,0
0,0,1,0,56,0,No,DSL,Yes,No,No,Yes,No,Yes,Month_to_month,No,Credit_card_(automatic),93.03422415,3068.434288,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,0,1,60,0,No_phone_service,Fiber_optic,No,No,No,No,Yes,No_internet_service,One_year,No,Bank_transfer_(automatic),92.28854095,1490.190981,0
0,0,1,0,19,0,No,DSL,No,No_internet_service,No,No,No,Yes,Month_to_month,Yes,Credit_card_(automatic),46.20601624,3306.824925,1
1,1,0,1,46,0,No,DSL,No_internet_service,No,No,No_internet_service,Yes,No,Month_to_month,No,Electronic_check,104.22,4746.86,0
1,1,1,1,45,0,No,No,No,No_internet_service,No_internet_service,No,No_internet_service,No,One_year,No,Credit_card_(automatic),38.51801249,4397.955998,0
0,1,0,0,18,1,No_phone_service,DSL,No,No_internet_service,No_internet_service,No,No,No,Month_to_month,Yes,Credit_card_(automatic),24.79930668,1318.849957,0
1,1,0,0,15,1,No,No,No_internet_service,No,Yes,No,Yes,No,One_year,No,Bank_transfer_(automatic),48.56353938,1216.789745,0
0,0,0,1,12,0,No,Fiber_optic,No,No_internet_service,No,No,No,Yes,Month_to_month,No,Bank_transfer_(automatic),28.93,353.03,0
1,0,1,1,40,1,No,DSL,No_internet_service,No_internet_service,No_internet_service,No,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),22.83356637,4908.722401,0
0,0,1,1,42,0,No_phone_service,DSL,No,No,No_internet_service,No,No,Yes,Month_to_month,No,Bank_transfer_(automatic),49.67759785,2274.628353,0
0,0,0,1,57,1,No,DSL,No,No,Yes,No,No,No,Month_to_month,No,Credit_card_(automatic),84.04127353,1789.275813,0
0,1,0,0,33,1,No,DSL,No,No_internet_service,No_internet_service,Yes,Yes,No_internet_service,One_year,Yes,Bank_transfer_(automatic),78.63628311,4758.961148,0
1,0,0,1,10,0,Yes,DSL,No,No_internet_service,No,Yes,No,No,Month_to_month,Yes,Bank_transfer_(automatic),51.08216581,4304.944856,0
1,0,0,1,5,0,Yes,Fiber_optic,Yes,No,No,No,No,No_internet_service,One_year,No,Bank_transfer_(automatic),95.08432454,1856.198538,0
1,0,1,1,58,0,No,DSL,No_internet_service,No,No,No_internet_service,No,No,Month_to_month,No,Credit_card_(automatic),59.58,4880.52,0
0,0,1,0,57,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Credit_card_(automatic),110.3890298,2262.698053,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,1,1,9,0,No,DSL,No,Yes,No,No,No,No,One_year,No,Credit_card_(automatic),54.23596448,2779.381423,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,0,44,0,No,Fiber_optic,No,No_internet_service,No,No_internet_service,No,No,Month_to_month,No,Credit_card_(automatic),39.18932997,4336.96495,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,1,1,1,Yes,DSL,No,No,No,No,No_internet_service,No,Month_to_month,No,Credit_card_(automatic),80.33515018,478.35991,0
0,0,1,1,58,1,No,DSL,No,No,No,No,No_internet_service,No_internet_service,One_year,Yes,Credit_card_(automatic),86.16220028,3822.749448,0
0,1,1,0,53,1,No,DSL,No,No_internet_service,No,Yes,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),95.80661909,4191.46028,0
0,1,1,0,60,1,No,DSL,No,No_internet_service,No,No,No,No_internet_service,One_year,Yes,Bank_transfer_(automatic),70.57651671,688.8932804,0
0,1,1,0,20,1,No_phone_service,No,No,No_internet_service,No_internet_service,No_internet_service,No,No,One_year,No,Bank_transfer_(automatic),25.3987987,3122.281091,0
0,1,0,1,36,1,No_phone_service,DSL,No,No_internet_service,No,No,No,No_internet_service,Two_year,No,Electronic_check,83.48645867,1983.134924,0
1,1,1,0,9,0,No,DSL,No,No_internet_service,No,No,No,No,Month_to_month,Yes,Credit_card_(automatic),58.28,126.99,0
0,0,1,1,47,1,No,DSL,No,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),82.7645117,4811.904007,0
0,1,1,0,62,0,No,DSL,No,No,No,No,No,Yes,One_year,No,Credit_card_(automatic),86.7,126.9,0
0,1,1,0,51,1,No_phone_service,DSL,No,No,No,No_internet_service,Yes,No_internet_service,Month_to_month,Yes,Mailed_check,62.36927375,1693.641385,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,1,61,1,No,DSL,No,Yes,No,No,No,No,One_year,No,Mailed_check,75.49286554,871.7405196,0
0,0,0,0,23,1,No,Fiber_optic,No,No,No_internet_service,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),72.37,933.73,0
0,0,1,0,33,0,No,DSL,No,No,No,No,No,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),31.91,2945.68,0
0,1,1,1,52,0,No,Fiber_optic,No_internet_service,No_internet_service,No_internet_service,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),98.22,1799.25,0
1,0,0,1,28,0,Yes,Fiber_optic,No,Yes,No,No_internet_service,No,Yes,Month_to_month,No,Bank_transfer_(automatic),47.68041476,736.3432062,0
0,0,1,1,39,1,Yes,Fiber_optic,No,No,No_internet_service,No_internet_service,No,No,Month_to_month,No,Electronic_check,58.79,1058.86,0
1,0,1,1,60,0,No,DSL,No,No,Yes,No,No,No,One_year,No,Bank_transfer_(automatic),108.4261412,3046.098705,0
1,0,0,1,4,1,Yes,Fiber_optic,No_internet_service,No,Yes,No,No,No,One_year,Yes,Bank_transfer_(automatic),94.41,2099.01,0
1,1,1,0,68,0,No_phone_service,No,No_internet_service,No,No,Yes,No_internet_service,No,Month_to_month,No,Credit_card_(automatic),44.43070374,1416.839246,0
0,1,0,1,67,1,No,DSL,No_internet_service,No,No,No,No,No,Month_to_month,Yes,Bank_transfer_(automatic),103.8485192,408.5030852,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,0,56,0,No_phone_service,DSL,No,No,No_internet_service,No,No,No,Month_to_month,Yes,Electronic_check,109.4418299,2991.599124,1
0,0,0,1,47,1,No,DSL,Yes,Yes,No,No_internet_service,No,No_internet_service,One_year,No,Credit_card_(automatic),25.23116519,1876.058161,0
0,0,0,0,45,1,No,No,No,No,Yes,No,No_internet_service,No,Month_to_month,Yes,Electronic_check,82.5020264,886.7305452,0
0,1,1,1,9,1,No_phone_service,DSL,No,No,No,No,No,No,One_year,Yes,Credit_card_(automatic),84.46089485,4107.349652,0
1,1,1,1,15,1,No,Fiber_optic,No,Yes,No,No,No_internet_service,No,Two_year,No,Bank_transfer_(automatic),113.45,2655.11,0
0,1,1,0,15,0,No,Fiber_optic,No_internet_service,No,No_internet_service,No,No,No_internet_service,One_year,No,Electronic_check,118.9767451,2844.458628,0
1,0,0,0,13,1,Yes,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,Electronic_check,91.87,4682.42,0
0,0,1,1,22,0,Yes,DSL,Yes,No,No,No_internet_service,Yes,No,Month_to_month,No,Bank_transfer_(automatic),78.84553485,4298.517482,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,0,36,1,No,DSL,No,No,No_internet_service,No_internet_service,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),25.27,1268.9,0
0,0,1,1,21,0,No,Fiber_optic,No,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),100.4255627,4180.593946,0
0,1,1,1,16,1,No,DSL,Yes,No_internet_service,No,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),49.66661777,1915.96909,0
